year,date,count
2019,12-27,3437
2019,12-28,3694
2019,12-29,2199
2019,12-30,4959
2019,12-31,3445
2020,01-01,1904
2020,01-02,4822
2020,01-03,5797
2020,01-04,5416
2020,01-05,3803
2020,01-06,4204
2020,01-07,10680
2020,01-08,11137
2020,01-09,12138
2020,01-10,10891
2020,01-11,8361
2020,01-12,4853
2020,01-13,11142
2020,01-14,11361
2020,01-15,12240
2020,01-16,12442
2020,01-17,9709
2020,01-18,7548
2020,01-19,4391
2020,01-20,11086
2020,01-21,11335
2020,01-22,9645
2020,01-23,9619
2020,01-24,10102
2020,01-25,7594
2020,01-26,4717
2020,01-27,10203
2020,01-28,9224
2020,01-29,9874
2020,01-30,10836
2020,01-31,10610
2020,02-01,7128
2020,02-02,4326
2020,02-03,8236
2020,02-04,10356
2020,02-05,11918
2020,02-06,11420
2020,02-07,10510
